STA_NM_ANFR,Lat,Long,COM_CD_INSEE,ADM_LB_NOM,ALT_BASE,ALT_SOMMET,r_2G,r_3G,r_4G
0752291275,48.87861111111111,2.2802777777777776,75117,ORANGE,4.0,7.0,oui,oui,non
0752291278,48.86805555555556,2.269722222222222,75116,ORANGE,6.0,8.0,oui,non,non
0752291283,48.88,2.3530555555555557,75110,ORANGE,32.7,34.0,oui,oui,oui
0752291289,48.86944444444445,2.3658333333333332,75110,ORANGE,25.0,26.0,oui,oui,oui
0752291290,48.83777777777778,2.3186111111111107,75114,ORANGE,23.4,24.0,oui,oui,oui
0752291291,48.89083333333333,2.326944444444444,75118,ORANGE,31.0,31.0,oui,oui,oui
0752291293,48.873333333333335,2.297222222222222,75108,ORANGE,3.0,4.0,oui,oui,non
0752291296,48.86555555555556,2.3002777777777776,75108,ORANGE,29.2,30.0,oui,oui,oui
0752291308,48.86638888888889,2.375,75111,ORANGE,23.9,25.0,oui,oui,oui
0752291325,48.82,2.3255555555555554,75114,ORANGE,6.1,8.0,oui,oui,oui
0752291327,48.86694444444444,2.292222222222222,75116,ORANGE,26.0,26.4,oui,oui,oui
0752291331,48.847500000000004,2.2469444444444444,75116,ORANGE,11.3,20.0,oui,oui,oui
0752291344,48.81777777777778,2.456388888888889,75112,ORANGE,8.0,9.3,oui,non,non
0752291345,48.85666666666667,2.2855555555555553,75116,ORANGE,30.4,31.0,oui,oui,oui
0752291368,48.83416666666667,2.3138888888888887,75114,ORANGE,41.3,45.0,oui,oui,oui
0752291372,48.83527777777778,2.3722222222222222,75113,ORANGE,35.6,36.4,oui,oui,oui
0752291377,48.84861111111111,2.3458333333333337,75105,ORANGE,33.9,35.0,oui,oui,oui
0752291383,48.86083333333333,2.2672222222222222,75116,ORANGE,29.2,31.0,oui,oui,oui
0752291386,48.838055555555556,2.3313888888888887,75114,ORANGE,34.3,37.0,oui,oui,oui
0752291387,48.89888888888889,2.367777777777778,75118,ORANGE,32.2,35.6,oui,oui,oui
0752291390,48.835,2.307222222222222,75115,ORANGE,32.7,35.0,oui,oui,oui
0752291392,48.89277777777778,2.3230555555555554,75117,ORANGE,23.2,24.0,oui,oui,oui
0752291393,48.864444444444445,2.3005555555555555,75116,ORANGE,8.0,16.0,oui,non,non
0752291399,48.86666666666667,2.3805555555555555,75111,ORANGE,32.0,38.0,oui,oui,oui
0752291410,48.868611111111115,2.3497222222222223,75102,ORANGE,28.0,32.5,oui,oui,non
0752291411,48.88916666666667,2.3475,75118,ORANGE,22.6,25.8,oui,oui,oui
0752291412,48.836666666666666,2.3866666666666667,75112,ORANGE,24.4,27.0,oui,oui,oui
0752291413,48.85666666666667,2.318333333333333,75107,ORANGE,32.0,32.0,oui,oui,oui
0752291415,48.859722222222224,2.2855555555555553,75116,ORANGE,34.2,38.6,oui,oui,oui
0752291417,48.861666666666665,2.278611111111111,75116,ORANGE,26.6,28.0,oui,oui,oui
0752291423,48.845,2.3847222222222224,75112,ORANGE,55.2,59.0,oui,oui,oui
0752291425,48.86,2.3738888888888887,75111,ORANGE,22.0,23.0,oui,oui,oui
0752291426,48.84916666666667,2.3855555555555554,75112,ORANGE,23.4,25.0,non,oui,oui
0752291427,48.86833333333333,2.2827777777777776,75116,ORANGE,29.2,30.0,oui,oui,oui
0752291429,48.87277777777778,2.3024999999999998,75108,ORANGE,28.5,30.0,oui,oui,oui
0752291433,48.885555555555555,2.338888888888889,75118,ORANGE,6.0,18.0,oui,oui,non
0752291437,48.831944444444446,2.329722222222222,75114,ORANGE,31.8,35.0,oui,oui,oui
0752291439,48.84111111111111,2.338611111111111,75105,ORANGE,26.0,28.0,oui,oui,oui
0752291441,48.87388888888889,2.3319444444444444,75109,ORANGE,39.7,51.0,oui,oui,oui
0752291442,48.86833333333333,2.3408333333333333,75102,ORANGE,42.8,47.0,oui,oui,oui
0752291443,48.838055555555556,2.308333333333333,75115,ORANGE,26.0,28.0,oui,oui,oui
0752291444,48.85777777777778,2.3016666666666663,75107,ORANGE,8.0,21.0,non,oui,non
0752291447,48.87833333333333,2.408333333333333,75119,ORANGE,5.0,6.0,oui,oui,non
0752291448,48.870555555555555,2.381388888888889,75120,ORANGE,20.4,21.0,oui,oui,oui
0752291449,48.87111111111111,2.312777777777778,75108,ORANGE,34.5,39.0,oui,oui,oui
0752291450,48.87305555555555,2.4122222222222223,75120,ORANGE,4.0,6.0,oui,oui,non
0752291451,48.85638888888889,2.3994444444444443,75120,ORANGE,28.4,29.0,oui,oui,oui
0752291453,48.825,2.328888888888889,75114,ORANGE,26.3,27.0,oui,oui,oui
0752291456,48.84861111111111,2.3369444444444447,75106,ORANGE,27.9,36.0,oui,oui,oui
0752291457,48.83416666666667,2.3188888888888886,75114,ORANGE,26.9,30.0,oui,oui,oui
0752291459,48.89694444444444,2.39,75119,ORANGE,14.0,16.0,oui,oui,oui
0752291460,48.85805555555556,2.3822222222222225,75111,ORANGE,32.6,34.0,oui,oui,oui
0752291461,48.87583333333333,2.3975,75119,ORANGE,29.7,32.0,oui,oui,oui
0752291463,48.87638888888889,2.385,75119,ORANGE,35.5,43.0,oui,oui,oui
0752291468,48.89361111111111,2.3041666666666667,75117,ORANGE,5.0,10.0,oui,oui,non
0752291469,48.888333333333335,2.3461111111111115,75118,ORANGE,27.8,30.0,oui,oui,oui
0752291471,48.848333333333336,2.3630555555555555,75104,ORANGE,3.0,4.0,oui,oui,non
0752291472,48.86694444444444,2.3080555555555553,75108,ORANGE,38.3,49.4,oui,oui,oui
0752291477,48.89277777777778,2.3169444444444443,75117,ORANGE,23.0,23.0,non,oui,non
0752291483,48.86055555555556,2.352222222222222,75104,ORANGE,42.1,53.0,oui,oui,oui
0752291484,48.882222222222225,2.358888888888889,75110,ORANGE,25.8,31.0,oui,oui,oui
0752291494,48.88916666666667,2.3691666666666666,75119,ORANGE,54.6,58.0,oui,oui,non
0752291495,48.82944444444445,2.3299999999999996,75114,ORANGE,26.4,28.0,oui,oui,oui
0752291499,48.855000000000004,2.3858333333333333,75111,ORANGE,26.8,28.2,oui,oui,oui
0752291502,48.8725,2.397777777777778,75120,ORANGE,25.9,27.0,oui,oui,oui
0752291503,48.84666666666667,2.3716666666666666,75112,ORANGE,27.6,32.8,oui,oui,oui
0752291505,48.893055555555556,2.328611111111111,75118,ORANGE,34.0,36.0,oui,oui,oui
0752291506,48.849722222222226,2.3630555555555555,75104,ORANGE,31.4,50.0,oui,oui,oui
0752291508,48.90138888888889,2.3730555555555557,75119,ORANGE,22.9,25.0,oui,oui,oui
0752291509,48.86333333333334,2.352222222222222,75103,ORANGE,32.8,35.0,oui,oui,oui
0752291511,48.87777777777778,2.404722222222222,75119,ORANGE,26.1,43.0,non,oui,oui
0752291514,48.86805555555556,2.326666666666666,75101,ORANGE,27.3,28.0,oui,oui,oui
0752291515,48.870555555555555,2.3277777777777775,75109,ORANGE,33.4,35.0,oui,oui,oui
0752291516,48.84777777777778,2.296111111111111,75115,ORANGE,22.3,24.0,oui,oui,oui
0752291520,48.821111111111115,2.343611111111111,75113,ORANGE,40.1,42.0,oui,oui,oui
0752291521,48.87416666666667,2.3894444444444445,75120,ORANGE,28.0,33.0,oui,oui,oui
0752291522,48.825833333333335,2.299722222222222,75115,ORANGE,5.0,5.0,oui,oui,non
0752291526,48.86833333333333,2.2783333333333333,75116,ORANGE,25.9,32.2,oui,oui,oui
0752291527,48.84166666666667,2.2580555555555555,75116,ORANGE,32.0,33.0,oui,oui,non
0752291528,48.836111111111116,2.3230555555555554,75114,ORANGE,29.6,43.5,non,oui,oui
0752291529,48.89138888888889,2.3361111111111112,75118,ORANGE,30.4,31.0,oui,oui,oui
0752291530,48.86611111111111,2.401944444444444,75120,ORANGE,31.1,39.0,oui,oui,oui
0752291531,48.89333333333333,2.3805555555555555,75119,ORANGE,37.6,39.0,oui,oui,oui
0752291533,48.871944444444445,2.3369444444444447,75109,ORANGE,27.4,33.0,oui,oui,oui
0752291534,48.84805555555556,2.371111111111111,75112,ORANGE,9.0,20.0,oui,oui,non
0752291536,48.848888888888894,2.2733333333333334,75116,ORANGE,32.0,36.0,oui,oui,oui
0752291537,48.871944444444445,2.2844444444444445,75116,ORANGE,28.0,32.1,oui,oui,oui
0752291565,48.85777777777778,2.3097222222222222,75107,ORANGE,24.0,26.0,oui,oui,non
0752291566,48.86888888888889,2.3969444444444443,75120,ORANGE,26.7,27.0,oui,oui,oui
0752291567,48.86611111111111,2.365555555555556,75111,ORANGE,24.8,34.0,oui,oui,oui
0752291568,48.85944444444445,2.336388888888889,75101,ORANGE,4.0,6.8,oui,oui,non
0752291569,48.85777777777778,2.372777777777778,75111,ORANGE,27.6,29.0,oui,oui,oui
0752291570,48.837500000000006,2.294722222222222,75115,ORANGE,37.1,38.0,oui,oui,oui
0752291571,48.84305555555556,2.408888888888889,75112,ORANGE,34.2,36.0,oui,oui,oui
0752291572,48.855000000000004,2.4,75120,ORANGE,22.9,24.0,oui,oui,oui
0752291573,48.85166666666667,2.3833333333333333,75111,ORANGE,39.7,41.0,oui,oui,oui
0752291574,48.82916666666667,2.3736111111111113,75113,ORANGE,32.2,37.0,oui,oui,oui
0752291575,48.87888888888889,2.3211111111111107,75108,ORANGE,32.0,35.0,oui,oui,oui
0752291577,48.875277777777775,2.335,75109,ORANGE,24.1,25.0,oui,oui,oui
0752291580,48.88388888888889,2.301944444444444,75117,ORANGE,32.3,34.0,oui,oui,oui
0752291581,48.86027777777778,2.274722222222222,75116,ORANGE,32.5,34.2,oui,oui,oui
0752291585,48.88305555555556,2.3466666666666667,75109,ORANGE,23.3,26.0,oui,oui,oui
0752291588,48.876666666666665,2.29,75117,ORANGE,29.4,30.0,oui,oui,oui
0752291589,48.83416666666667,2.2952777777777778,75115,ORANGE,24.0,25.0,oui,oui,non
0752291590,48.86472222222223,2.2880555555555553,75116,ORANGE,29.2,37.0,oui,oui,oui
0752291592,48.85333333333333,2.3144444444444443,75107,ORANGE,25.4,30.0,oui,oui,oui
0752291593,48.87361111111111,2.3202777777777777,75108,ORANGE,23.8,24.5,oui,oui,oui
0752291594,48.84,2.331111111111111,75114,ORANGE,29.3,31.0,oui,oui,oui
0752291595,48.85444444444445,2.336666666666667,75106,ORANGE,25.2,26.0,oui,oui,oui
0752291596,48.862500000000004,2.348055555555556,75101,ORANGE,32.0,33.0,oui,oui,oui
0752291643,48.86888888888889,2.285833333333333,75116,ORANGE,30.7,32.5,oui,oui,oui
0752291645,48.879444444444445,2.358888888888889,75110,ORANGE,17.8,24.0,oui,oui,oui
0752291650,48.88,2.2805555555555554,75117,ORANGE,34.0,39.0,oui,oui,oui
0752291659,48.833333333333336,2.341666666666667,75113,ORANGE,30.8,36.0,oui,oui,oui
0752291661,48.83416666666667,2.3336111111111113,75114,ORANGE,24.7,26.0,oui,oui,oui
0752291669,48.837500000000006,2.372777777777778,75113,ORANGE,26.8,28.0,oui,oui,oui
0752291670,48.85138888888889,2.3705555555555557,75112,ORANGE,34.8,45.0,oui,oui,oui
0752291671,48.85944444444445,2.3016666666666663,75107,ORANGE,23.3,25.0,oui,oui,oui
0752291682,48.84805555555556,2.2694444444444444,75116,ORANGE,28.8,32.0,oui,oui,oui
0752291683,48.88361111111111,2.3125,75117,ORANGE,27.0,28.5,oui,oui,oui
0752291684,48.8425,2.341666666666667,75105,ORANGE,27.0,27.0,oui,oui,oui
0752291685,48.874722222222225,2.406388888888889,75120,ORANGE,9.9,43.0,oui,oui,non
0752291691,48.88583333333333,2.3069444444444445,75117,ORANGE,35.0,39.6,oui,oui,oui
0752291692,48.888888888888886,2.3033333333333332,75117,ORANGE,34.3,35.1,oui,oui,oui
0752291693,48.884166666666665,2.327222222222222,75118,ORANGE,3.1,12.9,oui,oui,oui
0752291694,48.86944444444445,2.286111111111111,75116,ORANGE,3.1,19.0,non,oui,oui
0752291695,48.85805555555556,2.281111111111111,75116,ORANGE,4.1,20.1,oui,oui,oui
0752291698,48.84027777777778,2.393611111111111,75112,ORANGE,4.6,18.0,non,non,oui
0752291699,48.852222222222224,2.3722222222222222,75112,ORANGE,5.7,13.0,non,non,oui
0752291701,48.867222222222225,2.363611111111111,75103,ORANGE,4.0,22.0,oui,oui,oui
0752291702,48.899166666666666,2.343888888888889,75118,ORANGE,22.6,24.0,oui,oui,oui
0752291703,48.865,2.383611111111111,75111,ORANGE,23.0,25.0,oui,oui,oui
0752291704,48.885,2.328333333333333,75118,ORANGE,33.0,36.0,oui,oui,oui
0752291705,48.84805555555556,2.3761111111111113,75112,ORANGE,29.1,30.0,oui,oui,oui
0752291710,48.84638888888889,2.250277777777778,75116,ORANGE,5.1,24.0,non,oui,oui
0752291711,48.84388888888889,2.254166666666667,75116,ORANGE,11.4,13.0,oui,oui,oui
0752291712,48.846111111111114,2.2508333333333335,75116,ORANGE,9.4,9.5,non,oui,oui
0752291713,48.86611111111111,2.397777777777778,75120,ORANGE,3.0,19.3,non,oui,oui
0752291714,48.89472222222222,2.379166666666667,75119,ORANGE,42.2,46.5,oui,oui,oui
0752291715,48.84138888888889,2.332222222222222,75106,ORANGE,26.3,27.0,oui,oui,oui
0752291716,48.88388888888889,2.393611111111111,75119,ORANGE,43.2,47.9,oui,oui,oui
0752291717,48.879444444444445,2.2849999999999997,75117,ORANGE,39.6,46.0,oui,oui,oui
0752291801,48.864444444444445,2.2558333333333334,75116,ORANGE,8.6,12.0,oui,oui,non
0752291844,48.88,2.343888888888889,75109,ORANGE,22.2,27.0,oui,oui,oui
0752291846,48.88111111111111,2.3097222222222222,75117,ORANGE,25.0,27.0,oui,oui,oui
0752291865,48.846944444444446,2.354722222222222,75105,ORANGE,30.0,35.0,oui,oui,oui
0752291889,48.849444444444444,2.318333333333333,75107,ORANGE,21.9,22.4,oui,oui,non
0752291894,48.841944444444444,2.319444444444444,75115,ORANGE,35.2,36.5,oui,oui,oui
0752291896,48.84027777777778,2.3941666666666666,75112,ORANGE,27.0,28.0,oui,oui,oui
0752291904,48.85666666666667,2.339166666666667,75106,ORANGE,8.4,24.0,oui,oui,non
0752291905,48.8775,2.3536111111111113,75110,ORANGE,26.7,28.0,oui,oui,oui
0752291906,48.87833333333333,2.3333333333333335,75109,ORANGE,34.2,39.5,oui,oui,oui
0752291907,48.855000000000004,2.3633333333333333,75104,ORANGE,22.8,23.5,oui,oui,oui
0752291910,48.88916666666667,2.375277777777778,75119,ORANGE,3.0,25.0,non,non,oui
0752291911,48.852222222222224,2.3400000000000003,75106,ORANGE,2.8,22.0,non,oui,oui
0752291912,48.86472222222223,2.330833333333333,75101,ORANGE,27.5,31.3,oui,oui,oui
0752291913,48.85527777777778,2.2713888888888887,75116,ORANGE,26.7,27.4,oui,oui,oui
0752291916,48.828611111111115,2.3152777777777778,75114,ORANGE,26.2,30.4,oui,oui,oui
0752291922,48.823888888888895,2.368333333333333,75113,ORANGE,43.5,45.5,oui,oui,oui
0752291924,48.84111111111111,2.3166666666666664,75115,ORANGE,39.3,40.0,oui,oui,non
0752291926,48.8325,2.3016666666666663,75115,ORANGE,23.3,24.1,oui,oui,oui
0752291927,48.863055555555555,2.4052777777777776,75120,ORANGE,29.5,31.8,oui,oui,oui
0752291928,48.86638888888889,2.394722222222222,75120,ORANGE,33.7,38.0,oui,oui,oui
0752291930,48.84666666666667,2.249722222222222,75116,ORANGE,10.0,24.0,oui,oui,oui
0752291934,48.839444444444446,2.2558333333333334,75116,ORANGE,31.0,32.0,oui,oui,oui
0752291935,48.84666666666667,2.3208333333333333,75106,ORANGE,23.9,25.0,oui,oui,oui
0752291937,48.82222222222222,2.3630555555555555,75113,ORANGE,25.1,26.2,oui,oui,oui
0752291938,48.85388888888889,2.343888888888889,75106,ORANGE,6.6,27.5,oui,oui,non
0752291939,48.86694444444444,2.288333333333333,75116,ORANGE,25.7,27.0,oui,oui,oui
0752291941,48.87583333333333,2.283333333333333,75116,ORANGE,26.3,27.4,oui,oui,oui
0752291942,48.85722222222223,2.3511111111111114,75104,ORANGE,22.9,25.1,oui,oui,oui
0752291943,48.84916666666667,2.3091666666666666,75107,ORANGE,29.1,29.8,oui,oui,oui
0752291944,48.86833333333333,2.3336111111111113,75102,ORANGE,23.5,25.0,oui,oui,oui
0752291945,48.86972222222222,2.3305555555555553,75102,ORANGE,28.3,29.0,oui,oui,oui
0752291946,48.87638888888889,2.292222222222222,75117,ORANGE,34.7,38.2,oui,oui,non
0752291948,48.849722222222226,2.2966666666666664,75115,ORANGE,36.1,41.4,oui,oui,oui
0752291951,48.82777777777778,2.356388888888889,75113,ORANGE,28.5,29.9,oui,oui,oui
0752291952,48.86416666666667,2.2780555555555555,75116,ORANGE,29.8,31.0,oui,oui,oui
0752291953,48.861111111111114,2.3422222222222224,75101,ORANGE,25.7,27.0,oui,oui,oui
0752291954,48.82638888888889,2.4650000000000003,75112,ORANGE,8.9,11.0,oui,oui,oui
0752291957,48.823888888888895,2.3736111111111113,75113,ORANGE,26.0,27.2,oui,oui,oui
0752291958,48.84777777777778,2.3822222222222225,75112,ORANGE,40.5,46.6,oui,oui,oui
0752291960,48.86888888888889,2.3005555555555555,75108,ORANGE,48.2,49.6,oui,oui,oui
0752291961,48.87305555555555,2.3630555555555555,75110,ORANGE,22.3,23.1,oui,oui,oui
0752291962,48.86611111111111,2.3125,75108,ORANGE,40.4,41.8,oui,oui,oui
0752291963,48.8425,2.3519444444444444,75105,ORANGE,23.8,24.6,oui,oui,oui
0752291965,48.84583333333334,2.3741666666666665,75112,ORANGE,3.6,12.0,oui,oui,oui
0752291966,48.885555555555555,2.3408333333333333,75118,ORANGE,16.8,17.0,oui,oui,oui
0752291968,48.8425,2.2619444444444445,75116,ORANGE,26.3,27.0,oui,oui,oui
0752291969,48.845,2.3097222222222222,75115,ORANGE,35.9,36.5,oui,oui,oui
0752291970,48.82611111111112,2.316111111111111,75114,ORANGE,35.8,37.1,oui,oui,oui
0752291974,48.842222222222226,2.4119444444444444,75112,ORANGE,31.1,34.8,oui,oui,oui
0752291975,48.87694444444445,2.3102777777777774,75108,ORANGE,32.5,33.2,oui,oui,oui
0752291976,48.88138888888889,2.3230555555555554,75108,ORANGE,23.4,24.1,oui,oui,oui
0752291977,48.86944444444445,2.402222222222222,75120,ORANGE,26.1,28.0,oui,oui,oui
0752291978,48.86638888888889,2.279722222222222,75116,ORANGE,32.3,34.3,oui,oui,oui
0752291979,48.85583333333334,2.390833333333333,75111,ORANGE,32.9,34.4,oui,oui,oui
0752291981,48.840833333333336,2.252222222222222,75116,ORANGE,23.9,33.4,oui,oui,oui
0752291982,48.842222222222226,2.253888888888889,75116,ORANGE,23.9,33.4,oui,oui,oui
0752291983,48.84111111111111,2.2536111111111112,75116,ORANGE,23.9,33.4,oui,oui,oui
0752291984,48.841944444444444,2.2525,75116,ORANGE,23.4,33.4,oui,oui,oui
0752291992,48.87083333333334,2.3080555555555553,75108,ORANGE,27.5,28.2,oui,oui,oui
0752291993,48.855000000000004,2.3202777777777777,75107,ORANGE,22.6,23.0,oui,oui,oui
0752291995,48.871944444444445,2.2977777777777777,75108,ORANGE,25.9,29.0,oui,oui,oui
0752292006,48.87694444444445,2.322222222222222,75108,ORANGE,25.8,28.4,oui,oui,oui
0752292007,48.828611111111115,2.3633333333333333,75113,ORANGE,39.4,42.2,oui,oui,oui
0752292008,48.831944444444446,2.3205555555555555,75114,ORANGE,34.6,36.0,oui,oui,oui
0752292009,48.870555555555555,2.3125,75108,ORANGE,7.5,21.0,non,oui,oui
0752292011,48.864444444444445,2.3299999999999996,75101,ORANGE,-3.1,0.0,oui,oui,oui
0752292014,48.83972222222222,2.3369444444444447,75105,ORANGE,-3.7,0.0,oui,oui,oui
0752292016,48.84722222222222,2.408888888888889,75120,ORANGE,-2.9,0.0,oui,oui,oui
0752292017,48.87583333333333,2.289722222222222,75116,ORANGE,-3.5,0.0,oui,oui,oui
0752292018,48.844166666666666,2.4397222222222226,75112,ORANGE,-7.6,0.0,oui,oui,oui
0752292019,48.86888888888889,2.3088888888888888,75108,ORANGE,-8.6,0.0,oui,oui,oui
0752700001,48.86055555555556,2.352222222222222,75104,SFR,0.7,53.0,oui,oui,oui
0752700002,48.849722222222226,2.3630555555555555,75104,SFR,30.6,50.0,oui,oui,oui
0752700003,48.861666666666665,2.3033333333333332,75107,SFR,46.7,50.0,oui,oui,oui
0752700005,48.868611111111115,2.340277777777778,75102,SFR,33.1,72.0,oui,oui,oui
0752700006,48.86833333333333,2.3619444444444446,75110,SFR,33.4,35.0,oui,oui,oui
0752700007,48.845,2.3847222222222224,75112,SFR,52.5,59.0,oui,oui,oui
0752700009,48.83277777777778,2.3394444444444447,75114,SFR,33.7,35.7,oui,oui,oui
0752700010,48.874722222222225,2.2975,75108,SFR,33.6,35.1,oui,oui,oui
0752700012,48.897777777777776,2.3536111111111113,75118,SFR,37.8,41.0,oui,oui,oui
0752700013,48.88027777777778,2.4030555555555555,75119,SFR,34.9,41.0,oui,oui,oui
0752700014,48.842222222222226,2.4119444444444444,75112,SFR,41.8,51.0,oui,oui,oui
0752700016,48.8175,2.358611111111111,75113,SFR,36.1,37.0,oui,oui,non
0752700017,48.827222222222225,2.308333333333333,75114,SFR,34.0,40.2,oui,oui,oui
0752700019,48.891666666666666,2.303611111111111,75117,SFR,42.0,44.0,oui,oui,oui
0752700020,48.87694444444445,2.361666666666667,75110,SFR,33.8,41.0,oui,oui,oui
0752700021,48.87,2.3055555555555554,75108,SFR,32.9,36.2,oui,oui,oui
0752700022,48.86472222222223,2.269722222222222,75116,SFR,25.7,27.5,oui,oui,oui
0752700023,48.879444444444445,2.2849999999999997,75117,SFR,43.6,46.0,oui,oui,oui
0752700024,48.87138888888889,2.3875,75120,SFR,32.0,40.7,oui,oui,oui
0752700025,48.84916666666667,2.3975,75112,SFR,34.8,36.0,oui,oui,oui
0752700026,48.834722222222226,2.3555555555555556,75113,SFR,50.9,56.0,oui,oui,oui
0752700027,48.841944444444444,2.3408333333333333,75105,SFR,33.3,35.0,oui,oui,oui
0752700028,48.85805555555556,2.403888888888889,75120,SFR,39.0,42.0,oui,oui,oui
0752700029,48.843611111111116,2.3233333333333333,75115,SFR,49.2,51.3,oui,oui,oui
0752700030,48.885555555555555,2.3299999999999996,75118,SFR,37.3,41.0,oui,oui,oui
0752700031,48.87166666666667,2.3319444444444444,75109,SFR,14.0,46.0,oui,non,non
0752700032,48.85277777777778,2.2777777777777777,75116,SFR,41.0,96.0,oui,oui,oui
0752700033,48.83722222222222,2.3963888888888887,75112,SFR,38.7,43.6,oui,oui,oui
0752700034,48.85527777777778,2.3316666666666666,75106,SFR,44.9,65.0,oui,oui,oui
0752700035,48.82611111111112,2.322222222222222,75114,SFR,31.7,38.0,oui,oui,oui
0752700036,48.884166666666665,2.3827777777777777,75119,SFR,47.7,51.0,oui,oui,oui
0752700037,48.85916666666667,2.383888888888889,75111,SFR,33.6,34.4,oui,oui,oui
0752700038,48.87277777777778,2.291111111111111,75116,SFR,19.8,25.0,oui,oui,oui
0752700039,48.852222222222224,2.254722222222222,75116,SFR,31.1,34.0,oui,oui,oui
0752700040,48.86055555555556,2.3208333333333333,75107,SFR,34.0,36.5,oui,oui,oui
0752700041,48.846944444444446,2.279166666666667,75115,SFR,58.5,60.4,oui,non,non
0752700042,48.86,2.279722222222222,75116,SFR,28.0,30.0,oui,oui,non
0752700043,48.87166666666667,2.4008333333333334,75120,SFR,58.1,60.0,oui,oui,oui
0752700044,48.82083333333334,2.450555555555556,75112,SFR,38.7,40.7,oui,oui,oui
0752700046,48.8525,2.2977777777777777,75115,SFR,33.9,38.0,oui,oui,oui
0752700047,48.8425,2.2880555555555553,75115,SFR,37.8,40.8,oui,oui,oui
0752700048,48.83583333333333,2.2880555555555553,75115,SFR,30.6,34.0,oui,oui,oui
0752700049,48.85027777777778,2.346388888888889,75105,SFR,33.3,35.0,oui,oui,oui
0752700051,48.85916666666667,2.361111111111111,75103,SFR,32.0,34.0,oui,oui,oui
0752700052,48.876666666666665,2.3822222222222225,75119,SFR,39.8,42.0,oui,oui,oui
0752700053,48.871944444444445,2.355277777777778,75110,SFR,34.2,36.0,oui,oui,oui
0752700054,48.82944444444445,2.363888888888889,75113,SFR,46.8,47.0,oui,oui,oui
0752700055,48.85055555555556,2.323611111111111,75107,SFR,34.5,36.0,oui,oui,oui
0752700056,48.89194444444444,2.3508333333333336,75118,SFR,36.8,43.0,oui,oui,oui
0752700058,48.852222222222224,2.3825,75111,SFR,35.1,37.0,oui,oui,oui
0752700059,48.86888888888889,2.285833333333333,75116,SFR,30.8,32.5,oui,oui,oui
0752700060,48.8275,2.326944444444444,75114,SFR,6.0,15.0,oui,non,non
0752700061,48.870555555555555,2.2736111111111112,75116,SFR,29.0,38.0,oui,oui,oui
0752700062,48.8675,2.2486111111111113,75116,SFR,9.8,12.9,oui,oui,non
0752700063,48.89138888888889,2.3433333333333333,75118,SFR,27.0,29.6,oui,oui,oui
0752700064,48.88916666666667,2.3691666666666666,75119,SFR,53.6,58.0,oui,oui,oui
0752700065,48.835,2.313611111111111,75114,SFR,34.4,35.4,oui,oui,oui
0752700068,48.855555555555554,2.3441666666666667,75101,SFR,22.0,33.0,oui,oui,non
0752700069,48.893055555555556,2.3316666666666666,75118,SFR,41.5,44.0,oui,oui,oui
0752700070,48.89194444444444,2.3152777777777778,75117,SFR,36.8,42.0,oui,oui,oui
0752700071,48.8425,2.3116666666666665,75115,SFR,38.3,40.0,oui,oui,oui
0752700072,48.828611111111115,2.343888888888889,75113,SFR,44.1,47.5,oui,oui,oui
0752700073,48.845555555555556,2.3016666666666663,75115,SFR,41.7,42.0,oui,oui,oui
0752700074,48.87833333333333,2.2952777777777778,75117,SFR,6.0,21.0,oui,non,non
0752700075,48.840833333333336,2.3202777777777777,75114,SFR,3.0,15.0,oui,oui,non
0752700076,48.86222222222222,2.3144444444444443,75107,SFR,4.0,16.0,oui,non,non
0752700078,48.864444444444445,2.4119444444444444,75120,SFR,35.9,37.5,oui,oui,oui
0752700079,48.86833333333333,2.3336111111111113,75102,SFR,9.4,25.0,oui,oui,non
0752700080,48.88916666666667,2.3422222222222224,75118,SFR,10.0,23.0,oui,oui,non
0752700082,48.87166666666667,2.3144444444444443,75108,SFR,10.0,22.4,oui,oui,non
0752700083,48.86833333333333,2.3249999999999997,75101,SFR,30.5,31.0,oui,oui,oui
0752700084,48.84138888888889,2.366388888888889,75113,SFR,8.0,40.0,oui,non,non
0752700085,48.83166666666667,2.404444444444444,75112,SFR,4.0,7.0,oui,oui,non
0752700086,48.87444444444444,2.2952777777777778,75108,SFR,4.0,5.0,oui,oui,non
0752700087,48.88722222222222,2.3116666666666665,75117,SFR,31.1,35.4,oui,oui,oui
0752700088,48.82638888888889,2.378888888888889,75113,SFR,55.3,56.0,oui,oui,oui
0752700089,48.85194444444445,2.331111111111111,75106,SFR,8.8,21.0,oui,oui,non
0752700090,48.882777777777775,2.2869444444444444,75117,SFR,10.0,30.0,oui,oui,non
0752700091,48.85444444444445,2.318333333333333,75107,SFR,24.5,26.6,oui,oui,oui
0752700092,48.82833333333333,2.3324999999999996,75114,SFR,32.2,35.0,oui,oui,non
0752700093,48.85472222222222,2.268333333333333,75116,SFR,33.3,38.0,oui,oui,oui
0752700094,48.83861111111111,2.306111111111111,75115,SFR,38.0,41.0,oui,oui,oui
0752700095,48.833333333333336,2.2975,75115,SFR,27.0,29.0,oui,oui,oui
0752700096,48.839444444444446,2.3227777777777776,75114,SFR,31.0,32.0,oui,oui,oui
0752700097,48.84722222222222,2.3302777777777774,75106,SFR,30.4,31.0,oui,oui,oui
0752700099,48.848333333333336,2.286111111111111,75115,SFR,35.8,37.2,oui,oui,oui
0752700100,48.855555555555554,2.2744444444444443,75116,SFR,34.3,35.4,oui,oui,oui
